doc_id,sentence_id,token_id,token,lemma,pos
text120,1,4,pop,pop,NOUN
text120,1,5,po)99,po)99,NOUN
text121,1,1,love,love,VERB
text122,1,1,Helps,help,VERB
text122,1,3,plan,plan,VERB
text122,1,5,sales,sale,NOUN
text124,1,1,Southern,southern,ADJ
text125,1,8,lean,lean,VERB
text125,1,16,helps,help,VERB
text126,1,1,Great,great,ADJ
text128,1,1,Good,good,ADJ
text129,1,2,helpful,helpful,ADJ
text136,1,1,Seeing,seeing,NOUN
text136,1,3,believing,believe,VERB
text136,2,1,Videos,video,NOUN
text136,2,4,simplest,simple,ADJ
text136,2,7,effective,effective,ADJ
text136,2,8,tools,tool,NOUN
text136,2,10,communication,communication,NOUN
text137,1,1,Good,good,ADJ
text137,1,2,info,info,NOUN
text142,1,1,Great,great,ADJ
text142,1,5,informed,informed,ADJ
text142,1,14,updated,update,VERB
text142,1,17,months,month,NOUN
text144,1,2,handy,handy,ADJ
text146,1,2,Like,like,VERB
text146,1,4,😎,😎,VERB
text147,2,1,Available,available,ADJ
text147,2,3,languages,language,NOUN
text147,2,5,easy,easy,ADJ
text147,2,7,understand,understand,VERB
text148,1,2,accurate,accurate,ADJ
text150,1,1,Android,android,NOUN
text150,1,3,galaxy,galaxy,NOUN
text150,1,7,crashes,crash,NOUN
text150,2,1,Fix,fix,VERB
text151,1,1,Excellent,excellent,ADJ
text152,2,8,updated,update,VERB
text152,2,11,market,market,NOUN
text153,1,8,reports,report,NOUN
text154,1,3,helpful,helpful,ADJ
text155,1,3,Load,load,VERB
text155,1,11,results,result,NOUN
text155,1,13,load,load,VERB
text155,1,16,installing,instal,VERB
text155,2,4,wonderful,wonderful,ADJ
text156,1,1,Looks,look,VERB
text156,1,2,handy,handy,ADJ
text156,1,6,live,live,VERB
text156,1,11,'s,be,VERB
text156,1,18,pointless,pointless,NOUN
text157,1,12,market,market,NOUN
text157,2,4,helpful,helpful,ADJ
text158,1,3,basic,basic,ADJ
text158,1,5,advance,advance,VERB
text158,1,6,level,level,NOUN
text158,1,8,content,content,NOUN
text158,1,10,easy,easy,ADJ
text158,1,14,understandable,understandable,ADJ
text159,1,1,Love,love,VERB
text159,1,9,similar,similar,ADJ
text159,1,12,swine,swine,NOUN
text160,1,1,Works,work,VERB
text161,1,1,Cattle,Cattle,NOUN
text161,1,2,Market,market,NOUN
text161,1,3,Helps,help,VERB
text161,1,7,eye,eye,NOUN
text161,1,10,local,local,ADJ
text161,1,11,market,market,NOUN
text161,1,12,prices,price,NOUN
text163,1,2,round,round,VERB
text164,1,2,updates,update,NOUN
text164,1,4,close,close,ADJ
text164,1,6,real,real,ADJ
text164,1,7,time,time,NOUN
text164,2,3,check,check,VERB
text164,2,5,local,local,ADJ
text164,2,6,sales,sale,NOUN
text164,2,9,phone,phone,NOUN
text164,2,10,makes,make,VERB
text164,2,12,nice,nice,ADJ
text165,1,1,Excellent,excellent,ADJ
text165,1,3,Has,have,VERB
text165,1,5,local,local,ADJ
text165,1,6,markets,market,NOUN
text165,1,8,watch,watch,VERB
text165,1,11,southwest,southwest,NOUN
text165,1,16,extra,extra,ADJ
text165,1,17,tools,tool,NOUN
text165,1,19,nice,nice,ADJ
text166,1,8,choice,choice,NOUN
text166,1,10,markets,market,NOUN
text166,2,6,market,market,NOUN
text166,2,11,east,east,NOUN
text167,1,1,Good,good,ADJ
text167,1,4,update,update,NOUN
text167,1,10,convenient,convenient,ADJ
text167,1,14,update,update,NOUN
text167,2,6,mobile,mobile,ADJ
text167,2,7,network,network,NOUN
text167,2,8,error,error,NOUN
text167,2,12,access,access,VERB
text167,2,14,market,market,NOUN
text167,2,15,reports,report,NOUN
text167,2,19,phone,phone,NOUN
text167,3,2,Hope,hope,VERB
text167,3,6,fixed,fix,VERB
text168,1,4,nice,nice,ADJ
text168,1,7,updated,update,VERB
text168,1,11,takes,take,VERB
text168,1,14,day,day,NOUN
text169,1,2,helpful,helpful,ADJ
text169,1,6,increase,increase,VERB
text169,1,7,knowledge,knowledge,NOUN
text169,1,9,horticulture,horticulture,NOUN
text169,1,11,natural,natural,ADJ
text169,1,14,animal,animal,NOUN
text169,1,15,husbandry,husbandry,NOUN
text169,1,17,rural,rural,ADJ
text169,1,18,development,development,NOUN
text170,1,2,live,live,VERB
text170,1,10,option,option,NOUN
text171,1,3,markets,market,NOUN
text171,1,6,discussed,discuss,VERB
text171,1,11,email,email,NOUN
text171,1,14,market,market,VERB
text171,1,16,cattle,cattle,NOUN
text171,1,24,report,report,VERB
text171,1,27,idaho,idaho,NOUN
text171,1,28,markets,market,NOUN
text171,2,1,Kudos,kudo,NOUN
text171,2,4,recent,recent,ADJ
text171,2,5,updates,update,NOUN
text172,1,1,Great,great,ADJ
text172,2,1,Gives,give,VERB
text172,2,4,info,info,NOUN
text173,1,1,Best,good,ADJ
text173,1,8,market,market,NOUN
text173,1,10,helps,help,VERB
text173,1,11,cattle,cattle,NOUN
text173,1,12,buyers,buyer,NOUN
text174,1,1,Rancher,rancher,VERB
text175,1,1,Great,great,ADJ
text175,1,2,site,site,NOUN
text176,1,1,Great,great,ADJ
text176,1,2,idea,idea,NOUN
text176,2,3,report,report,NOUN
text176,2,7,appears,appear,VERB
text176,3,3,unable,unable,ADJ
text176,3,5,zoom,zoom,VERB
text176,3,9,print,print,NOUN
text176,3,14,read,read,VERB
text176,3,17,glasses,glass,NOUN
text176,4,3,buy,buy,VERB
text177,1,3,cattle,cattle,NOUN
text177,1,11,market,market,NOUN
text177,1,15,reported,report,VERB
text177,1,17,'m,be,VERB
text177,1,23,added,add,VERB
text177,1,33,rating,rating,NOUN
text178,1,1,Has,have,VERB
text178,1,2,potential,potential,ADJ
text178,4,3,lot,lot,NOUN
text178,4,7,markets,market,NOUN
text178,4,8,missing,miss,VERB
text179,1,4,money,money,NOUN
text179,1,9,markets,market,NOUN
text179,1,11,watch,watch,VERB
text179,1,15,helps,help,VERB
text179,1,21,expect,expect,VERB
text179,1,25,market,market,NOUN
text180,1,7,agricultural,agricultural,ADJ
text180,1,10,people,people,NOUN
text180,1,12,learn,learn,VERB
text181,1,1,Works,work,VERB
text181,1,4,easy,easy,ADJ
text181,1,6,stay,stay,VERB
text181,1,9,cattle,cattle,NOUN
text181,1,10,market,market,NOUN
text182,1,2,watching,watch,VERB
text182,1,4,Market,market,NOUN
text183,1,2,professional,professional,ADJ
text183,2,1,Thanks,thank,NOUN
text184,2,7,goreville,goreville,NOUN
text184,2,9,market,market,NOUN
text184,2,10,add,add,VERB
text184,2,18,stars,star,NOUN
text185,1,1,Cow,cow,NOUN
text185,1,3,calf,calf,NOUN
text185,1,4,producer,producer,NOUN
text186,1,1,Great,great,ADJ
text187,1,10,choose,choose,VERB
text187,1,12,category,category,NOUN
text187,1,15,choose,choose,VERB
text187,1,17,location,location,NOUN
text187,2,5,useless,useless,ADJ
text188,1,1,Looks,look,VERB
text188,1,5,starting,start,VERB
text188,1,7,beef,beef,NOUN
text188,1,8,herd,herd,NOUN
text188,1,11,helped,help,VERB
text188,1,13,lot,lot,NOUN
text188,2,6,deal,deal,NOUN
text188,2,9,live,live,VERB
text189,1,1,Good,good,ADJ
text189,2,2,'m,be,VERB
text189,2,6,love,love,VERB
text189,2,9,mn,mn,NOUN
text189,2,14,option,option,NOUN
text189,2,16,choose,choose,VERB
text189,3,9,cattle,cattle,NOUN
text189,3,10,prices,price,NOUN
text190,1,1,Love,love,VERB
text190,1,10,time,time,NOUN
text190,1,13,heat,heat,NOUN
text191,1,1,Great,great,ADJ
text191,1,2,job,job,NOUN
text191,1,3,agri,agri,ADJ
text191,1,4,media,medium,NOUN
text191,1,5,family,family,NOUN
text191,1,9,information,information,NOUN
text191,1,17,helpful,helpful,ADJ
text191,1,19,daily,daily,ADJ
text191,1,20,life,life,NOUN
text191,2,1,Keep,keep,VERB
text191,2,5,Have,have,VERB
text191,2,7,nice,nice,ADJ
text191,2,8,day,day,NOUN
text192,2,4,date,date,NOUN
text192,2,5,pricing,pricing,NOUN
text192,2,6,garners,garner,NOUN
text192,2,9,stars,star,NOUN
text192,3,3,cow,cow,NOUN
text192,3,5,calf,calf,NOUN
text192,3,6,pairs,pair,NOUN
text192,3,8,bred,breed,VERB
text192,3,9,cow,cow,NOUN
text192,3,10,values,value,NOUN
text192,3,14,appreciated,appreciate,VERB
text193,1,2,cow,cow,NOUN
text193,1,7,cow.this,cow.this,ADJ
text193,1,9,explains,explain,VERB
text194,1,2,cool,cool,ADJ
text194,2,1,Helps,help,VERB
text194,2,6,current,current,ADJ
text194,2,7,cattle,cattle,NOUN
text194,2,8,prices,price,NOUN
text194,2,12,country,country,NOUN
text195,2,7,pairs,pair,NOUN
text195,2,8,section,section,NOUN
text195,2,11,bred,bred,ADJ
text195,2,12,cows,cow,NOUN
text196,1,6,wished,wish,VERB
text196,1,10,breed,breed,VERB
text196,1,12,cow,cow,NOUN
text196,1,14,calf,calf,NOUN
text196,1,15,pairs,pair,NOUN
text197,1,1,Good,good,ADJ
text198,1,1,Use,use,VERB
text198,1,4,Great,great,ADJ
text199,1,1,Cattle,Cattle,NOUN
text199,1,2,Love,love,VERB
text200,1,1,Great,great,ADJ
text201,1,7,file,file,NOUN
text201,1,9,invalid,invalid,ADJ
text201,1,21,market,market,NOUN
text201,3,2,Works,work,VERB
text202,1,5,helping,helping,NOUN
text202,1,11,informations,information,NOUN
text202,1,17,students,student,NOUN
text203,1,6,load,load,VERB
text203,1,7,reports,report,NOUN
text203,1,10,'s,be,VERB
text203,1,14,select,select,VERB
text203,1,19,select,select,VERB
text203,1,21,market,market,NOUN
text203,1,23,hours,hour,NOUN
text203,2,4,hopes,hope,NOUN
text203,2,9,fell,fall,VERB
text203,2,10,short,short,ADJ
text204,1,1,Nice,nice,ADJ
text204,1,13,select,select,VERB
text204,1,15,report,report,NOUN
text204,3,1,Used,use,VERB
text204,3,6,update,update,NOUN
text205,1,1,Bullshit,bullshit,NOUN
text206,1,2,coverage,coverage,NOUN
text206,1,5,cover,cover,VERB
text206,1,9,cattle,cattle,NOUN
text207,1,2,upper,upper,ADJ
text207,1,3,mid,mid,ADJ
text207,1,4,-,-,ADJ
text207,1,5,west,west,ADJ
text207,1,10,report,report,NOUN
text208,1,4,'m,be,VERB
text211,1,2,informative,informative,ADJ
text212,1,3,easy,easy,ADJ
text212,1,5,navigate,navigate,VERB
text212,1,8,selections,selection,NOUN
text212,2,2,love,love,VERB
text212,2,4,presentation,presentation,NOUN
text212,2,6,procedures,procedure,NOUN
text212,2,7,involved,involve,VERB
text212,2,9,land,land,NOUN
text212,2,10,preparation,preparation,NOUN
text212,2,12,planting,plant,VERB
text212,2,14,harvest,harvest,VERB
text212,3,4,increased,increase,VERB
text212,3,6,love,love,NOUN
text212,3,8,agriculture,agriculture,NOUN
text212,4,1,Big,big,ADJ
text213,1,2,bad,bad,ADJ
text213,2,3,updating,update,VERB
text213,2,13,update,update,NOUN
text213,2,15,required,require,VERB
text214,1,11,experience,experience,NOUN
text214,1,17,time,time,NOUN
text214,1,20,delivered,deliver,VERB
text214,1,32,life,life,NOUN
text214,1,33,easier,easy,ADJ
text215,1,9,delivered,deliver,VERB
text215,1,13,marketing,marketing,NOUN
text215,1,14,produce,produce,NOUN
text216,1,13,hitch,hitch,NOUN
text216,1,15,glitch,glitch,VERB
text216,1,18,hussles,hussle,VERB
text216,1,23,behalf,behalf,NOUN
text216,1,25,saving,save,VERB
text216,1,26,time,time,NOUN
text216,1,31,concentrate,concentrate,VERB
text216,1,34,farm,farm,NOUN
text216,1,37,assured,assured,ADJ
text216,1,40,genuine,genuine,ADJ
text216,1,41,farm,farm,NOUN
text216,1,42,inputs,input,NOUN
text216,2,3,click,click,VERB
text216,3,4,clicked,click,VERB
text216,3,7,won,win,VERB
text216,3,9,prize,prize,NOUN
text216,3,12,company,company,NOUN
text216,4,3,shop,shop,VERB
text216,4,5,confidence,confidence,NOUN
text217,1,1,Good,good,ADJ
text217,1,5,customer,customer,NOUN
text217,1,6,care,care,NOUN
text217,1,8,means,mean,NOUN
text217,1,10,delivery,delivery,NOUN
text217,1,12,convient,convient,ADJ
text218,2,2,rate,rate,VERB
text218,2,4,stars,star,NOUN
text218,3,5,sale,sale,NOUN
text218,3,6,Agricultural,agricultural,ADJ
text218,3,7,products,product,NOUN
text218,4,4,add,add,VERB
text218,4,6,service,service,NOUN
text219,1,1,Used,use,VERB
text219,2,5,worse,bad,ADJ
text219,2,7,access,access,VERB
text219,2,8,menus,menu,NOUN
text219,2,11,profile,profile,NOUN
text219,2,14,edited,edit,VERB
text219,2,18,edit,edit,VERB
text219,2,19,profile,profile,NOUN
text219,2,22,error,error,NOUN
text219,2,26,wrong,wrong,ADJ
text220,1,6,agricultural,agricultural,ADJ
text220,1,7,aspects,aspect,NOUN
text221,1,6,experience,experience,NOUN
text221,2,1,😃,😃,NOUN
text221,3,1,Agents,agent,NOUN
text221,3,2,benefit,benefit,VERB
text221,3,3,commission,commission,NOUN
text221,3,9,cooperatives,cooperative,NOUN
text221,3,16,short,short,ADJ
text221,3,20,brings,bring,VERB
text221,3,24,practices,practice,NOUN
text221,3,27,roof,roof,NOUN
text221,3,29,proper,proper,ADJ
text221,3,30,management,management,NOUN
text221,4,2,️,️,NOUN
text221,4,4,love,love,VERB
text221,5,1,🏿,🏿,NOUN
text221,6,1,🏿,🏿,NOUN
text222,1,1,Verification,verification,NOUN
text222,1,2,code,code,NOUN
text223,1,6,providing,provide,VERB
text223,1,7,endless,endless,ADJ
text223,1,9,possibilities,possibility,NOUN
text224,1,6,grain,grain,NOUN
text224,1,7,markets,market,NOUN
text225,1,1,Knowledgeable,knowledgeable,ADJ
text225,1,3,helpful,helpful,ADJ
text225,1,12,agriculture,agriculture,NOUN
text225,1,14,"super!,give","super!,give",VERB
text225,1,18,-,-,NOUN
text225,1,19,book,book,NOUN
text225,1,21,suggestions,suggestion,NOUN
text225,1,24,healthy,healthy,ADJ
text225,1,26,fit,fit,ADJ
text225,1,28,rural,rural,ADJ
text226,1,4,nice,nice,ADJ
text226,2,5,lot,lot,NOUN
text226,2,7,complications,complication,NOUN
text226,2,19,stopped,stop,VERB
text226,2,22,confused,confuse,VERB
text226,2,25,ineed,ineed,ADJ
text226,2,27,products,product,NOUN
text227,1,1,Ordering,ordering,NOUN
text227,1,3,inputs,input,NOUN
text227,1,7,experience,experience,NOUN
text227,1,9,enjoyed,enjoy,VERB
text227,1,11,delivery,delivery,NOUN
text228,1,1,Using,use,VERB
text228,1,4,mobile,mobile,ADJ
text228,1,5,telecom,telecom,NOUN
text228,1,6,money,money,NOUN
text228,1,8,pay,pay,VERB
text228,1,10,services,service,NOUN
text228,1,13,hindrance,hindrance,NOUN
text228,2,4,money,money,NOUN
text229,1,4,map,map,VERB
text229,1,6,farm,farm,NOUN
text229,1,11,remote,remote,ADJ
text229,1,14,internet,internet,NOUN
text229,1,16,unvailable,unvailable,ADJ
text229,2,2,items,item,NOUN
text229,2,6,pictures,picture,NOUN
text229,2,8,lack,lack,VERB
text229,2,10,information,information,NOUN
text229,3,1,Thank,thank,VERB
text230,1,4,products,product,NOUN
text230,1,6,expensive,expensive,ADJ
text230,1,8,agro,agro,ADJ
text230,1,9,dealer,dealer,NOUN
text230,1,12,weed,weed,NOUN
text230,1,13,master,master,NOUN
text230,1,16,#,#,NOUN
text230,1,21,agro,agro,VERB
text230,1,22,dealer,dealer,NOUN
text230,1,24,sale,sale,NOUN
text230,1,27,deal,deal,VERB
text230,1,28,direct,direct,ADJ
text231,1,1,Improvement,improvement,NOUN
text231,2,3,unable,unable,ADJ
text231,2,5,connect,connect,VERB
text231,3,1,Try,try,VERB
text233,1,1,Reliable,reliable,ADJ
text233,1,4,respond,respond,VERB
text234,1,2,call,call,NOUN
text234,1,3,centre,centre,NOUN
text234,1,4,guys,guy,NOUN
text234,1,7,pick,pick,VERB
text234,1,8,calls,call,NOUN
text234,2,6,day,day,NOUN
text234,2,9,counting,count,VERB
text235,1,3,easier,easy,ADJ
text235,1,9,results,result,NOUN
text236,1,9,students,student,NOUN
text236,1,11,agriculture,agriculture,NOUN
text236,2,4,languages,language,NOUN
text237,1,1,Effective,effective,ADJ
text237,1,3,life,life,NOUN
text237,1,4,simplifying,simplify,VERB
text238,1,4,slow,slow,ADJ
text238,1,6,download,download,VERB
text239,1,1,Best,good,ADJ
text239,1,2,tool,tool,NOUN
text239,1,6,learn,learn,VERB
text239,1,8,produce,produce,VERB
text239,1,10,market,market,NOUN
text239,1,12,enjoy,enjoy,VERB
text239,1,13,life,life,NOUN
text239,2,3,addresses,address,VERB
text239,2,4,real,real,ADJ
text239,2,5,world,world,NOUN
text239,3,3,remaining,remain,VERB
text239,3,4,task,task,NOUN
text239,3,7,opinion,opinion,NOUN
text239,3,12,version,version,NOUN
text239,4,2,welldone,welldone,VERB
text239,4,4,developer,developer,NOUN
text240,1,3,crashing,crash,VERB
text240,1,6,phone,phone,NOUN
text240,1,7,running,run,VERB
text240,1,8,android,android,NOUN
text241,1,3,informative,informative,ADJ
text241,1,6,guides,guide,VERB
text241,1,11,agronomic,agronomic,ADJ
text241,1,12,practices,practice,NOUN
text242,1,3,extension,extension,NOUN
text242,1,9,developer,developer,NOUN
text243,1,3,3yrs,3yr,NOUN
text243,1,7,ezyagric,ezyagric,NOUN
text243,1,11,fast,fast,ADJ
text243,1,13,trusted,trust,VERB
text243,1,15,reliable,reliable,ADJ
text243,1,20,products,product,NOUN
text243,1,22,genuing,genue,VERB
text244,1,1,Nice,nice,ADJ
text244,1,2,beautiful,beautiful,ADJ
text244,2,2,functional,functional,ADJ
text245,1,7,Thanks,thank,NOUN
text245,1,12,Akorion,akorion,NOUN
text245,1,13,company,company,NOUN
text246,1,10,seniority,seniority,NOUN
text247,1,5,informative,informative,ADJ
text247,1,10,Students,student,NOUN
text247,1,15,worker,worker,NOUN
text248,1,2,guys,guy,NOUN
text248,1,5,add,add,VERB
text248,1,7,yams,yam,NOUN
text248,1,10,crops,crop,NOUN
text248,2,2,crops,crop,NOUN
text248,2,6,limited,limit,VERB
text249,1,1,Good,good,ADJ
text249,1,4,customer,customer,NOUN
text249,1,5,care,care,NOUN
text250,1,2,Prove,prove,VERB
text250,1,7,easy,easy,ADJ
text251,1,4,educative,educative,ADJ
text252,1,2,appointment,appointment,NOUN
text252,1,7,learning,learn,VERB
text253,1,3,improve,improve,VERB
text253,1,7,skills,skill,NOUN
text254,1,1,Good,good,ADJ
text254,1,4,understanding,understanding,NOUN
text255,1,2,trust,trust,VERB
text255,1,7,agility,agility,NOUN
text255,1,9,responding,respond,VERB
text255,1,12,daily,daily,ADJ
text256,1,1,Top,top,ADJ
text256,1,2,agricultural,agricultural,ADJ
text258,1,2,love,love,VERB
text258,1,7,layout,layout,NOUN
text258,1,10,easy,easy,ADJ
text259,2,6,knowledge,knowledge,NOUN
text259,2,10,Comrades,comrade,NOUN
text260,1,3,blessed,bless,VERB
text261,1,3,nice,nice,ADJ
text261,1,4,wonderful,wonderful,ADJ
text262,1,5,initiative,initiative,NOUN
text265,1,3,encouraged,encourage,VERB
text266,1,3,uí,uí,NOUN
text267,1,3,reliable,reliable,ADJ
text267,1,4,service,service,NOUN
text268,1,1,Great,great,ADJ
text269,1,2,informative,informative,ADJ
text269,1,6,students,student,NOUN
text270,1,1,Good,good,ADJ
text271,1,1,Good,good,ADJ
text272,1,1,Nice,nice,ADJ
text273,1,1,Great,great,ADJ
text274,1,2,cool,cool,ADJ
text275,1,1,Nice,nice,ADJ
text276,1,1,Perfect,perfect,ADJ
text277,1,1,Best,good,ADJ
text277,1,2,services,service,NOUN
text278,1,2,nice,nice,ADJ
text279,1,1,Wonderful,wonderful,ADJ
text280,1,4,exellent,exellent,ADJ
text280,1,9,provide,provide,VERB
text280,1,11,information,information,NOUN
text281,1,1,Good,good,ADJ
text282,1,1,Good,good,ADJ
text283,1,1,Good,good,ADJ
text284,1,1,Good,good,ADJ
text285,1,1,Damn,damn,VERB
text287,1,1,Good,good,ADJ
text288,1,1,Helpfull,helpfull,NOUN
text289,1,1,Average,average,ADJ
text291,1,1,Good,good,ADJ
text291,1,4,Good,good,ADJ
text291,1,5,approach,approach,NOUN
text291,1,7,digital,digital,ADJ
text291,2,1,Keep,keep,VERB
text293,1,1,Get,get,VERB
text293,1,4,modern,modern,ADJ
text294,1,7,interacted,interact,VERB
text294,1,12,'s,be,VERB
text294,1,13,ability,ability,NOUN
text294,1,15,enabling,enable,VERB
text294,1,18,access,access,NOUN
text294,1,19,genuine,genuine,ADJ
text294,1,20,inputs,input,NOUN
text294,1,24,providing,provide,VERB
text294,1,25,daily,daily,ADJ
text294,1,26,weather,weather,NOUN
text294,1,27,information,information,NOUN
text294,1,29,helps,help,VERB
text294,1,33,planning,plan,VERB
text294,1,35,daily,daily,ADJ
text294,1,36,activities,activity,NOUN
text295,1,2,feel,feel,VERB
text295,1,8,execute,execute,VERB
text295,1,10,duties,duty,NOUN
text295,1,13,agricultural,agricultural,ADJ
text295,1,14,extension,extension,NOUN
text295,1,15,worker,worker,NOUN
text296,1,1,Web,web,NOUN
text297,1,2,love,love,VERB
text297,1,4,ease,ease,NOUN
text297,1,6,simplicity,simplicity,NOUN
text297,2,2,'m,be,VERB
text297,2,3,glad,glad,ADJ
text297,2,5,innovative,innovative,ADJ
text297,2,6,minds,mind,NOUN
text297,2,8,leveraging,leverage,VERB
text297,2,9,digital,digital,ADJ
text297,2,10,tech,tech,NOUN
text297,2,12,solve,solve,VERB
text297,2,14,-,-,ADJ
text297,2,15,tech,tech,ADJ
text297,2,19,agricultural,agricultural,ADJ
text297,2,20,space,space,NOUN
text297,2,22,benefitting,benefit,VERB
text297,2,23,smallholder,smallholder,NOUN
text298,1,2,simple,simple,NOUN
text298,1,6,alot,alot,NOUN
text298,1,8,information,information,NOUN
text299,1,1,Awesome,awesome,ADJ
text300,1,1,Best,good,ADJ
text300,1,4,solve,solve,VERB
text300,1,7,issues,issue,NOUN
text300,1,9,elevate,elevate,VERB
text300,1,11,practices,practice,NOUN
text300,1,13,world,world,NOUN
text300,1,14,standards,standard,NOUN
text301,1,2,rubish,rubish,ADJ
text301,2,3,connection,connection,NOUN
text301,2,4,error,error,NOUN
text302,1,8,hindi,hindi,NOUN
text303,1,5,bring,bring,VERB
text303,1,6,businesses,business,NOUN
text305,1,1,Love,love,VERB
text305,1,3,records,record,NOUN
text305,1,4,functionality,functionality,NOUN
text308,1,1,Fake,fake,ADJ
text309,1,1,Dear,dear,ADJ
text311,1,1,Download,download,NOUN
text312,1,1,Good,good,ADJ
text312,1,2,job,job,NOUN
text313,2,2,detailed,detailed,ADJ
text313,2,3,information,information,NOUN
text313,2,6,crop,crop,NOUN
text314,1,1,Time,time,NOUN
text314,1,2,saver,saver,NOUN
text316,1,1,Good,good,ADJ
text317,1,2,educative,educative,ADJ
text318,1,1,Excellent,excellent,ADJ
text319,1,1,Innovative,innovative,ADJ
text320,1,1,Good,good,ADJ
text322,1,1,Good,good,ADJ
text323,1,1,Had,have,VERB
text323,1,4,issues,issue,NOUN
text323,1,8,left,leave,VERB
text323,1,10,review,review,NOUN
text323,2,7,helped,help,VERB
text323,2,11,process,process,NOUN
text323,2,13,tracking,track,VERB
text323,2,16,issue,issue,NOUN
text323,3,3,day,day,NOUN
text323,3,12,delete,delete,VERB
text323,3,16,install,install,VERB
text323,4,1,Overall,overall,ADJ
text323,5,5,gains,gain,NOUN
text323,5,6,popularity,popularity,NOUN
text324,1,6,increases,increase,VERB
text324,1,7,knowledge,knowledge,NOUN
text324,1,9,horticulture,horticulture,NOUN
text324,1,11,animal,animal,NOUN
text324,1,12,hudbandary,hudbandary,NOUN
text324,1,16,subjects,subject,NOUN
text324,1,17,related,relate,VERB
text324,1,19,agriculture,agriculture,NOUN
text324,2,1,Great,great,ADJ
text324,2,3,👌,👌,NOUN
text325,1,5,finding,find,VERB
text325,1,9,improved,improve,VERB
text325,1,13,notifications,notification,NOUN
text325,1,17,posting,post,VERB
text325,1,18,resumes,resume,NOUN
text325,2,2,add,add,VERB
text325,2,4,setting,set,VERB
text325,2,5,feature,feature,NOUN
text325,2,12,notifications,notification,NOUN
text325,2,15,local,local,ADJ
text325,2,21,world,world,NOUN
text325,3,5,notified,notify,VERB
text325,3,7,time,time,NOUN
text325,3,9,adds,add,VERB
text325,3,11,resume,resume,NOUN
text325,3,16,close,close,ADJ
text325,3,20,live,live,VERB
text326,1,14,disappointed,disappointed,ADJ
text326,2,5,applications,application,NOUN
text326,2,12,knowing,know,VERB
text326,2,15,messages,message,NOUN
text326,3,3,reached,reach,VERB
text326,3,6,support,support,VERB
text326,3,13,reasoning,reasoning,NOUN
text326,3,21,privacy,privacy,NOUN
text326,3,22,reasons,reason,NOUN
text326,4,3,applicants,applicant,NOUN
text326,4,5,employers,employer,NOUN
text326,4,6,sign,sign,VERB
text326,4,8,waiver,waiver,NOUN
text326,4,10,release,release,VERB
text326,4,17,info,info,NOUN
text327,1,3,applicants,applicant,NOUN
text327,1,7,contact,contact,VERB
text327,1,11,qualifications,qualification,NOUN
text328,1,5,resumes,resume,NOUN
text328,1,7,candidates,candidate,NOUN
text328,1,9,eligible,eligible,ADJ
text329,1,6,theory,theory,NOUN
text329,1,9,failed,fail,VERB
text329,1,11,produce,produce,VERB
text329,1,13,potential,potential,ADJ
text329,1,14,employee,employee,NOUN
text329,1,15,leads,lead,VERB
text329,2,8,pay,pay,VERB
text329,2,11,top,top,NOUN
text329,2,14,line,line,NOUN
text329,2,15,subscription,subscription,NOUN
text329,2,18,paid,pay,VERB
text329,2,22,posted,post,VERB
text329,2,25,ad,ad,NOUN
text330,1,4,potential,potential,NOUN
text330,2,2,worth,worth,NOUN
text330,2,5,conjunction,conjunction,NOUN
text330,2,8,job,job,NOUN
text330,2,9,searches,search,NOUN
text330,3,1,Pro,pro,ADJ
text330,3,2,-,-,ADJ
text330,3,3,tip,tip,ADJ
text330,3,4,change,change,NOUN
text330,3,6,location,location,NOUN
text330,3,9,profile,profile,NOUN
text330,3,12,jobs,job,NOUN
text331,1,2,frustrating,frustrating,ADJ
text331,2,5,notification,notification,NOUN
text331,2,10,job,job,NOUN
text331,2,12,matches,match,VERB
text331,2,14,skill,skill,NOUN
text331,2,15,set,set,VERB
text331,2,28,job,job,NOUN
text331,2,32,tells,tell,VERB
text331,2,37,jobs,job,NOUN
text332,1,1,Went,go,VERB
text332,1,3,finish,finish,VERB
text332,1,4,updating,update,VERB
text332,1,6,profile,profile,NOUN
text332,1,11,erased,erase,VERB
text332,1,13,profile,profile,NOUN
text332,2,1,Wanted,want,VERB
text332,2,4,start,start,VERB
text333,1,3,confused,confused,ADJ
text333,1,5,responses,response,NOUN
text333,1,8,received,receive,VERB
text333,1,10,applicants,applicant,NOUN
text333,2,3,hard,hard,ADJ
text333,2,8,track,track,NOUN
text333,2,11,applicants,applicant,NOUN
text334,1,2,requires,require,VERB
text334,1,5,register,register,VERB
text334,1,14,affiliated,affiliate,VERB
text334,2,5,useless,useless,ADJ
text334,2,11,dropped,drop,VERB
text334,2,13,platform,platform,NOUN
text335,2,1,Thanks,thank,NOUN
text336,1,6,videos,video,NOUN
text336,1,7,stop,stop,VERB
text336,1,10,minute,minute,NOUN
text336,2,1,internet,internet,NOUN
text336,2,4,slow,slow,ADJ
text336,3,6,video,video,NOUN
text336,3,7,quality,quality,NOUN
text336,3,9,low,low,ADJ
text337,1,5,telling,tell,VERB
text337,1,9,email,email,NOUN
text337,1,11,password,password,NOUN
text337,1,13,invalid,invalid,ADJ
text338,1,3,agriculture,agriculture,NOUN
text338,1,4,seasonal,seasonal,ADJ
text338,1,5,visas,visa,NOUN
text339,2,5,miles,mile,NOUN
text339,2,10,live,live,VERB
